python_file,python_symbol,py_args,py_ret,rust_file,rust_symbol,rust_args,rust_ret,struct_flag,audit,deviation,commit,py_parity,notes
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.__init__,"(sample_rate, window_size, window_stride, n_window_size, n_window_stride, window, normalize, n_fft, preemph, features, lowfreq, highfreq, log, log_zero_guard_type, log_zero_guard_value, dither, pad_to, frame_splicing, exact_pad, pad_value, mag_power, rng, nb_augmentation_prob, nb_max_freq, use_torchaudio: bool, mel_norm, stft_exact_pad, stft_conv)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::new,(FilterbankFeatures),Self,ok,FAITHFUL,featurizer injected; use_torchaudio=False,—,,Python computes n_window_size=int(window_size*sr)/n_window_stride + super().__init__ + builds FilterbankFeatures; Rust injects FilterbankFeatures + base=AudioPreprocessor::new(n_window_size n_window_stride) from cfg; FilterbankFeaturesTA path not ported (use_torchaudio=False)
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.input_example,"(max_batch: int, max_dim: int, min_length: int)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::input_example,"(usize, usize, usize)",(),ok,FAITHFUL,no-op (off-path export),—,,ONNX-export dummy (randn signals + randint lengths); no export path -> no-op
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.get_features,"(input_signal, length)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::get_features,"(& Tensor, Option < & Tensor >)","Result < (Tensor , Option < Tensor >) >",ok,FAITHFUL,—,—,,self.featurizer(input length) -> (featurizer.forward(input) None); per-clip length tracked by ChatState
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.filter_banks,(),∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::filter_banks,(),& Tensor,ok,FAITHFUL,—,—,,featurizer.filter_banks (property)
model/conformer/processor.py,FilterbankFeatures.__init__,"(sample_rate, n_window_size, n_window_stride, window, normalize, n_fft, preemph, nfilt, lowfreq, highfreq, log, log_zero_guard_type, log_zero_guard_value, dither, pad_to, max_duration, frame_splicing, exact_pad, pad_value, mag_power, use_grads, rng, nb_augmentation_prob, nb_max_freq, mel_norm, stft_exact_pad, stft_conv)",∅,model/conformer/processor.rs,FilterbankFeatures::new,"(MelConfig, & Device)",Result < Self >,ok,FAITHFUL,built at construction; training bits skipped,—,,window=hann(win periodic=False) + fb=librosa slaney mel + stft DFT-basis kernel computed at construction (not checkpoint tensors) == Python __init__; n_fft from cfg (Python n_fft or 2^ceil(log2(win))); dither/nb_aug/frame_splicing/max_length (training) skipped; mel parity 1.18e-5 vs torch golden
model/conformer/processor.py,FilterbankFeatures.stft,(x),∅,model/conformer/processor.rs,FilterbankFeatures::stft,"(& Tensor, usize)","Result < (Tensor , Tensor) >",ARITY py1/rs2,FAITHFUL,algorithm torch.stft->Conv1d-DFT,55acb23,mel_parity 1.18e-5 + mel_exact_pad_parity 1.29e-5 (center=True & center=False),windowed real-DFT as Conv1d kernel (stride=hop) f32 on-device; center_pad arg = n_fft/2 (center=True) or 0 (exact_pad center=False where forward pre-pads the signal); mel 1.18e-5 / exact_pad 1.29e-5 vs torch golden
model/conformer/processor.py,FilterbankFeatures.log_zero_guard_value_fn,(x),∅,model/conformer/processor.rs,FilterbankFeatures::log_zero_guard_value_fn,(& Tensor),f64,ok,FAITHFUL,string branches pre-resolved,—,,returns cfg.log_zero_guard_value (numeric 2^-24); Python tiny/eps -> torch.finfo branches pre-resolved at config load (checkpoint uses numeric)
model/conformer/processor.py,FilterbankFeatures.get_seq_len,(seq_len),∅,model/conformer/processor.rs,FilterbankFeatures::get_seq_len,(usize),usize,ok,FAITHFUL,both paths,—,mel_exact_pad_parity (frames 100/valid 99 vs centered 101/100),pad_amount = stft_pad_amount*2 (exact_pad) else (n_fft//2)*2; floor_divide(seq_len+pad_amount-n_fft hop); centered even n_fft -> pad_amount==n_fft -> floor(seq_len/hop); exact_pad -> floor((seq_len+2*((n_fft-hop)//2)-n_fft)/hop)
model/conformer/processor.py,FilterbankFeatures.filter_banks,(),∅,model/conformer/processor.rs,FilterbankFeatures::filter_banks,(),& Tensor,ok,FAITHFUL,—,—,,&self.fb (property)
model/conformer/processor.py,FilterbankFeatures.forward,"(x, seq_len, linear_spec)",∅,model/conformer/processor.rs,FilterbankFeatures::forward,(& Tensor),Result < Tensor >,ARITY py3/rs1,FAITHFUL,f32-on-device; both stft paths,55acb23,mel_parity 1.18e-5 + mel_exact_pad_parity 1.29e-5 (full featurizer vs torch),(exact_pad: F.pad signal (n_fft-hop)//2 each side -> preemph on padded -> timemask zero [L
model/conformer/processor.py,normalize_batch,"(x, seq_len, normalize_type)",∅,model/conformer/processor.rs,normalize_batch,"(& Tensor, usize, & NormalizeType)",Result < Tensor >,ok,FAITHFUL,per_feature single-clip,—,normalize_one_frame_matches_python (one-frame vs Python out); mel_parity 1.18e-5,per_feature: mean=sum(x valid)/count; std=sqrt(sum((x-mean)^2 valid)/(count-1))+CONSTANT(1e-5); ddof=1; valid=leading [0 valid) frames; applied to all frames broadcast; all_features/fixed_mean/none branches not ported (config=per_feature); conformer-through-mel 5.6e-7
model/conformer/subsampling.py,ConvSubsampling.__init__,"(subsampling, subsampling_factor, feat_in, feat_out, conv_channels, subsampling_conv_chunking_factor, activation, is_causal)",∅,model/conformer/subsampling.rs,ConvSubsampling::new,"(usize, usize, usize, usize, VarBuilder)",Result < Self >,ok,FAITHFUL,dw_striding non-causal only,—,,Layer1 Conv2d(1->conv_channels k3 s2 pad1)+ReLU then (sampling_num-1)x[depthwise Conv2d(groups=conv_channels k3 s2 pad1)+pointwise Conv2d(k1 s1 pad0)+ReLU]; out=Linear(conv_channels*calc_length(feat_in 2*pad k s false sampling_num) feat_out); vggnet/striding/*_conv1d/causal schemes not ported (model is dw_striding non-causal)
model/conformer/subsampling.py,ConvSubsampling.get_sampling_frames,(),∅,model/conformer/subsampling.rs,ConvSubsampling::get_sampling_frames,(),[usize ; 2],ok,FAITHFUL,—,—,,[1 subsampling_factor]
model/conformer/subsampling.py,ConvSubsampling.get_streaming_cache_size,(),∅,model/conformer/subsampling.rs,ConvSubsampling::get_streaming_cache_size,(),[usize ; 2],ok,FAITHFUL,—,—,,[0 subsampling_factor+1]
model/conformer/subsampling.py,ConvSubsampling.forward,"(x, lengths)",∅,model/conformer/subsampling.rs,ConvSubsampling::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,FAITHFUL,forward_conv no-mask; chunking omitted,—,conformer_stages_parity conv_out 5.4e-7 / sub 1.4e-6,forward_conv (B 1 T F)->conv stack->(B C T F).transpose(1 2).reshape(b t c*f)->out linear; chunking (conv_split_by_*) is a torch 2^31-index memory workaround omitted (candle no limit; output-identical); single offline clip mask all-ones; conv_out parity 5.6e-7
model/conformer/subsampling.py,ConvSubsampling.reset_parameters,(),∅,model/conformer/subsampling.rs,ConvSubsampling::reset_parameters,(),(),ok,FAITHFUL,no-op (loaded weights),—,,dw_striding uniform conv/fc re-init (training); port loads pretrained -> correct no-op
model/conformer/subsampling.py,ConvSubsampling.conv_split_by_batch,"(x, lengths)",∅,model/conformer/subsampling.rs,ConvSubsampling::conv_split_by_batch,"(& Tensor, Vec < usize >)","Result < (Tensor , Vec < usize > , bool) >",ok,FAITHFUL,2^31 workaround -> plain conv (cold),—,,Python tiles batch to dodge torch 2^31 tensor-index limit (pytorch#80020); candle has no limit so the faithful equivalent is the plain conv stack; returns (x lengths split=false); not on offline path
model/conformer/subsampling.py,ConvSubsampling.conv_split_by_channel,(x),∅,model/conformer/subsampling.rs,ConvSubsampling::conv_split_by_channel,(& Tensor),Result < Tensor >,ok,FAITHFUL,2^31 workaround -> plain conv (cold),—,,channel-tiled variant of conv_split_by_batch; forward_conv(x.unsqueeze(0)); output-identical on candle; cold
model/conformer/subsampling.py,ConvSubsampling.channel_chunked_conv,"(conv, chunk_size, x)",∅,model/conformer/subsampling.rs,ConvSubsampling::channel_chunked_conv,"(& Conv2d, usize, & Tensor)",Result < Tensor >,ok,FAITHFUL,2^31 workaround (cold; causal mirrored),—,,channel-chunk conv with causal pad (k-1 s-1 both dims); memory tiling of a single conv -> single conv.forward on candle; is_causal pad shape mirrored for intent; model non-causal -> cold
model/conformer/subsampling.py,ConvSubsampling.change_subsampling_conv_chunking_factor,(subsampling_conv_chunking_factor: int),∅,model/conformer/subsampling.rs,ConvSubsampling::change_subsampling_conv_chunking_factor,(i64),Result < () >,ok,FAITHFUL,—,—,,validate (-1/1/power-of-2 else error) then set field
model/conformer/subsampling.py,calc_length,"(lengths, all_paddings, kernel_size, stride, ceil_mode, repeat_num)",∅,model/conformer/subsampling.rs,calc_length,"(usize, i64, i64, i64, bool, usize)",usize,ok,FAITHFUL,—,—,,add_pad=all_paddings-kernel_size; repeat_num x [(l+add_pad)/stride+1 then ceil|floor]; floor for dw_striding (ceil_mode=false); -> usize
model/conformer/subsampling.py,MaskedConvSequential.forward,"(x, lengths)",∅,model/conformer/subsampling.rs,MaskedConvSequential::forward,"(& Tensor, & [usize])","Result < (Tensor , Vec < usize >) >",ok,FAITHFUL,per-layer stride (now correct),9dc5a63,,masked path (encoder uses forward_conv on the single-clip offline path); 1:1 structure unsqueeze(1)->mask->per-layer apply_channel_mask+layer->update lengths on strided->final mask; reads EACH conv's own config().stride/padding + weight kH so the length update fires only on strided convs (pointwise k1 s1 leave length unchanged) == Python per-layer layer.stride!=(1 1); unit-tested strided 10->5 pointwise unchanged (was a uniform-param latent bug)
model/conformer/subsampling.py,MaskedConvSequential._create_mask,"(tensor, lengths)",∅,model/conformer/subsampling.rs,MaskedConvSequential::create_mask,"(& Tensor, & [usize])",Result < Tensor >,ok,FAITHFUL,—,—,,(B T F) 1.0 where arange(time)<length else 0 == Python time_mask.unsqueeze(-1).expand
model/conformer/subsampling.py,apply_channel_mask,"(tensor, mask)",∅,model/conformer/subsampling.rs,apply_channel_mask,"(& Tensor, & Tensor)",Result < Tensor >,ok,FAITHFUL,—,—,,mask.unsqueeze(1).broadcast (B C T F) * tensor (zero masked time/feat across channels)
model/conformer/subsampling.py,calculate_conv_output_size,"(input_size: torch.Tensor, kernel_size: int, stride: int, padding: tuple[int, int])",∅,model/conformer/subsampling.rs,calculate_conv_output_size,"(i64, i64, i64, (i64 , i64))",i64,ok,FAITHFUL,—,—,,(input+pad0+pad1-kernel)//stride+1 (i64 trunc==floor for positive sizes)
model/conformer/utils.py,avoid_float16_autocast_context,(),∅,model/conformer/utils.rs,avoid_float16_autocast_context,"(Option < DType >, bool)",Option < DType >,ARITY py0/rs2,FAITHFUL,decision as pure fn,6de363e,,f16 autocast active -> bf16(if supported)/f32 else None(nullcontext); candle has no implicit autocast so the context-manager becomes the compute-dtype decision; jit/tracing(->f32) branch no candle analog; unit-tested
model/conformer/utils.py,compute_stochastic_depth_drop_probs,"(num_layers: int, stochastic_depth_drop_prob: float, stochastic_depth_mode: str, stochastic_depth_start_layer: int)",list[float],model/conformer/utils.rs,compute_stochastic_depth_drop_probs,"(usize, f64, & str, usize)",Vec < f64 >,ok,FAITHFUL,ValueError->panic,—,,line-for-line: validations + [0]*start_layer + linear(l/L*p l=1..L)/uniform(p*L) branches identical; training regularizer (off-path at inference drop_prob=0)
model/lfm2_audio.py,LFM2AudioModel.__init__,(conf: LFM2AudioConfig),∅,model/lfm2_audio.rs,LFM2AudioModel::new,"(Lfm2Config, & ConformerEncoderConfig, & DepthformerConfig, usize, usize, usize, & LossConf, VarBuilder)",Result < Self >,ok,FAITHFUL,ctor (vb); init-scales moot,—,,lfm(Lfm2Model)+conformer+audio_adapter(MLP feat_out->hidden [hidden])+audio_embedding(SharedEmbedding hidden AUDIO_VOCAB*C eps1e-5)+depthformer(RawLmBackbone has_embedding=False of StandardBlock(MHA(depth_dim 32 gqa qk_ln eps1e-5 gqa_dim8 max128000 theta1e6)) x layers)+depth_linear(hidden->depth_dim*C)+depth_embeddings(SharedEmbedding(depth_dim AUDIO_VOCAB tie=depthformer_tie) x C)+codebook_offsets(arange(C)*AUDIO_VOCAB)+audio_loss_weights(log:(linspace(1 0 C)*ln(factor)).exp / linear:ones [0]*=factor); out/proj/embed_init_scale training-init moot (weights loaded)
model/lfm2_audio.py,LFM2AudioModel.from_pretrained,"(repo_id: str | Path, revision: str | None, dtype: torch.dtype, device: torch.device | str)",Self,model/lfm2_audio.rs,LFM2AudioModel::from_pretrained,"(& std :: path :: Path, DType, & candle_core :: Device)","Result < (Self , crate :: processor :: LFM2AudioProcessor) >",ARITY py4/rs3,FAITHFUL,delegates to loader; returns processor too,—,,Python get_model_dir+load config.json+LFM2AudioConfig+init_on_device+cls(conf).to(device dtype)+set_attn_implementation(flash/sdpa)+load_checkpoint_in_model; Rust delegates to loader::from_pretrained (config parse + mmap safetensors + build model+processor); flash_attn->cargo feature; returns (model processor) (Python returns model only)
model/lfm2_audio.py,LFM2AudioModel.generate_sequential,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor, max_new_tokens: int, text_temperature: float | None, text_top_k: int | None, audio_temperature: float | None, audio_top_k: int | None)","Generator[torch.Tensor, None, None]",model/lfm2_audio.rs,LFM2AudioModel::generate_sequential,"(& ChatState, & GenParams, F)",Result < () >,ARITY py10/rs3 RET-py-returns-rust-unit,FAITHFUL,callback stream; KV cache,—,,prefill->for max_new_tokens: lfm.forward_embeds(in_emb index_pos cache use_cache); TEXT: text_logits(out[0 -1] tied head)+sample_text_token; next==128->AUDIO_OUT; next==7 break; in_emb=embed(next)(1 1 D); AUDIO_OUT: sample_audio_frame; frame[0]==2048->all 2048 + TEXT; in_emb=audio_embedding(frame+offsets).sum(0)(1 1 D); e2e generate coherent
model/lfm2_audio.py,LFM2AudioModel.generate_interleaved,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor, max_new_tokens: int, text_temperature: float | None, text_top_k: int | None, audio_temperature: float | None, audio_top_k: int | None)","Generator[torch.Tensor, None, None]",model/lfm2_audio.rs,LFM2AudioModel::generate_interleaved,"(& ChatState, & GenParams, F)",Result < () >,ARITY py10/rs3 RET-py-returns-rust-unit,FAITHFUL,callback stream,—,,prefill->modality_left=interleaved_n_text; for max_new_tokens: modality_left-=1; TEXT: next; next==7 break; next==130->text_done; (modality_left<=0||text_done)->AUDIO_OUT + modality_left=interleaved_n_audio; AUDIO_OUT: (modality_left<=0 && !text_done)->TEXT+reset; frame[0]==2048->2048+TEXT; matches Python not-modality_left==modality_left<=0; e2e generate_interleaved coherent (the gen path)
model/lfm2_audio.py,LFM2AudioModel._prefill,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::prefill,(& ChatState),Result < Tensor >,ARITY py5/rs1,FIXED,dtype u32-read + batched B>1,b9f5cc9,"prefill_parity 1.07e-6; batched_logits_python_parity (B=2, text_logits 7.4e-6)",prefill_inputs reads full (B L) modality flatten_all (was row-0 i(0)) + reshape output (B L D) (was unsqueeze(0)); audio_in_lens read u32->i64; lens now PROPAGATES errors (9dc5a63: to_dtype(I64)?.to_vec1? — was unwrap_or_default silently dropping ALL audio-in on a malformed lens; text-only=(0
model/lfm2_audio.py,LFM2AudioModel.logits,(batch: LFM2AudioModelInput),"tuple[torch.Tensor, torch.Tensor, torch.Tensor, torch.Tensor]",model/lfm2_audio.rs,LFM2AudioModel::logits,(& LFM2AudioModelInput),"Result < (Tensor , Tensor , Tensor , Tensor) >",ok,FIXED,dtype u32-read + batched B>1,b9f5cc9,"batched_logits_python_parity (B=2 vs Python) text_logits 7.4e-6, labels EXACT",read modality/supervision as full (B L) via to_vec2 (was row-0 i(0) -> only first sample in batch_size>1 training); out_emb_shifted flattened (B*(L-1) D) with per-row shift bi*(L-1)+(p-1) + global text/audio counters; B=1 unchanged; self-consistency test (B=2==B=1 dup) text_logits rel-err 0.0; prefill 1.118e-6 (dtype) still holds
model/lfm2_audio.py,LFM2AudioModel.forward,(batch: LFM2AudioModelInput),LFM2AudioModelOutput,model/lfm2_audio.rs,LFM2AudioModel::forward,(& LFM2AudioModelInput),Result < LFM2AudioModelOutput >,ok,FAITHFUL,batch-agnostic,—,batched_logits_python_parity (B=2 vs Python) loss rel-err 1.9e-7,training CE loss wrapper: logits(batch)->cross_entropy_none(text/audio)->audio rearrange (L C)*audio_loss_weights/sum; weighted_tokens=text_mult*n_text+audio_mult*n_audio; loss=(text_mult*text_sum+audio_mult*audio_sum)/(weighted+1e-6); reads batch.text.i(0)/audio_out.dim(1)/mel2emb_len(audio_in_lens) (all batch-agnostic on flattened logits)
model/lfm2_audio.py,LFM2AudioModel._sample_text_token,"(logits: torch.Tensor, temperature: float | None, top_k: int | None)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::sample_text_token,"(& Tensor, & mut Sampler)",Result < u32 >,ARITY py3/rs2,FAITHFUL,delegated to Sampler,—,,greedy (temp None/<=0/top_k==1)->argmax; else /temperature + top_k mask(< topk[-1] -> -inf) + softmax + multinomial; Rust delegates to Sampler (holds temp/top_k; greedy=argmax default; same temp+topk+multinomial)
model/lfm2_audio.py,LFM2AudioModel._sample_audio_frame,"(embedding: torch.Tensor, temperature: float | None, top_k: int | None)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::sample_audio_frame,"(& Tensor, & mut Sampler)",Result < Vec < u32 > >,ARITY py3/rs2,FAITHFUL,in-place cache == forward_cached,—,depthformer_parity greedy tokens EXACT,depth_linear(emb) rearrange (C D); df_token=zeros; per codebook i: cur=din[i]+df_token; depthformer over (1 1 dim) threading KV cache (Rust in-place forward(Some(caches)) == Python forward_cached); depth_embeddings[i].get_logits->sample; df_token=depth_embeddings[i].embed(token); return C tokens; depthformer parity + e2e audio
model/mlp.py,MLP.__init__,"(in_channels: int, out_channels: int, hidden_dim: list[int], bias: bool, use_layer_norm: bool, dropout: float)",∅,model/mlp.rs,MLP::new,"(usize, usize, & [usize], bool, bool, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,ctor (vb param),—,,same Sequential [LayerNorm(eps1e-5)?]+(Linear[bias][
model/mlp.py,MLP.forward,(x: torch.Tensor),torch.Tensor,model/mlp.rs,MLP::forward,(& Tensor),Result < Tensor >,ok,FAITHFUL,—,—,,self.model(x)
model/transformer.py,SequenceModel.__init__,"(*args, **kwargs)",None,model/transformer.rs,SequenceModel::new,(),(),ok,FAITHFUL,abstract no-op,—,,Python @abstractmethod super().__init__() (nn.Module bookkeeping); Rust trait fn new() no-op (where Self:Sized for object safety); concrete models build via own new
model/transformer.py,SequenceModel.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,SequenceModel::forward,"(& Tensor, Option < & mut [LayerKvCache] >)",Result < Tensor >,ok,FAITHFUL,trait method,—,,abstract [N T dim]->[N T' dim_out]; concrete impls (RawLmBackbone) provide it; Rust forward(x Option<&mut [LayerKvCache]>) = in-place cached path
model/transformer.py,SequenceModel.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,SequenceModel::forward_cached,"(& Tensor, Option < Vec < LayerCache > >)","Result < (Tensor , Vec < LayerCache >) >",ok,FAITHFUL,trait method,—,,abstract streaming (out new_cache); cache = Sequence[CacheType] arm modelled Vec<LayerCache>
model/transformer.py,LayerKVCache.__init__,"(cache: tuple[torch.Tensor, torch.Tensor] | None)",None,model/transformer.rs,LayerKvCache::new,(),Self,ok,FAITHFUL,adapter over ConcatKvCache,—,,assert cache None or len 2; key/value_cache; Rust LayerKvCache wraps vendored ConcatKvCache(dim=1); from_cache seeds (k v) (append from empty == set)
model/transformer.py,LayerKVCache.update,"(k: torch.Tensor, v: torch.Tensor)","tuple[torch.Tensor, torch.Tensor]",model/transformer.rs,LayerKvCache::update,"(& Tensor, & Tensor)","Result < (Tensor , Tensor) >",ok,FAITHFUL,—,—,,None->init else cat([cache k] dim=1) return (key value); Rust inner.append(k v) (cat dim=1)
model/transformer.py,LayerKVCache.get_cache_size,(),int,model/transformer.rs,LayerKvCache::get_cache_size,(),usize,ok,FAITHFUL,—,—,,key_cache.shape[1] or 0 == inner.current_seq_len()
model/transformer.py,RMSNorm.__init__,"(dim: int, eps: float)",None,model/transformer.rs,RmsNorm::new,"(usize, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,weight loaded,—,,eps + weight (Python ones(dim) init; Rust loads weight from checkpoint)
model/transformer.py,RMSNorm._norm,(x: torch.Tensor),torch.Tensor,model/transformer.rs,RmsNorm::norm,(& Tensor),Result < Tensor >,ok,FAITHFUL,recip(sqrt)~=rsqrt ~1ULP,—,,x*rsqrt(mean(x^2 -1 keepdim)+eps); candle no fused rsqrt -> recip(sqrt(z)) (~1 ULP cross-lib floor PYTHON_VS_RUST §1.4)
model/transformer.py,RMSNorm.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,RmsNorm::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,FAITHFUL,—,—,depthformer_parity tokens EXACT (transitive),assert cache None; _norm(x.float()) then *weight then type_as(x) (upcast f32 norm + back to input dtype)
model/transformer.py,RMSNorm.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,RmsNorm::forward_cached,(& Tensor),"Result < (Tensor , LayerCache) >",ARITY py2/rs1,FAITHFUL,—,—,,return (self(x) None) (no KV state)
model/transformer.py,GLU.__init__,"(dim: int, ff_dim: int | None, mlp_init_scale: float, out_init_scale: float, use_swiglu: bool, multiple_of: int, ffn_dim_multiplier: float)",∅,model/transformer.rs,Glu::new,"(usize, Option < usize >, bool, usize, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,sizing matches; weights loaded,—,,ff=ff_dim or 4*dim; swiglu: ff=2*ff/3 then *ffn_dim_multiplier (int trunc) then multiple_of*div_ceil(ff multiple_of); w1 w3(swiglu) w2 all no_bias; normal init -> loaded
model/transformer.py,GLU.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,Glu::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,FAITHFUL,gelu_erf,—,depthformer_parity tokens EXACT (transitive),swiglu: w2(silu(w1(x))*w3(x)); else w2(gelu(w1(x))) with gelu_erf (exact erf gelu)
model/transformer.py,GLU.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,Glu::forward_cached,(& Tensor),"Result < (Tensor , LayerCache) >",ARITY py2/rs1,FAITHFUL,—,—,,return (self(x) None) (stateless FF)
model/transformer.py,BoundedAttention.__init__,"(dim: int, num_heads: int, head_style: Literal['mha', 'gqa', 'mqa'], gqa_dim: int | None, qk_layernorm: bool, norm_eps: float)",None,model/transformer.rs,BoundedAttention::new,"(usize, usize, HeadStyle, usize, bool, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,—,—,,assert dim%num_heads==0; num_heads head_dim head_style gqa_dim; qk_layernorm -> q/k RMSNorm(head_dim eps)
model/transformer.py,BoundedAttention.forward,"(q: torch.Tensor, k: torch.Tensor, v: torch.Tensor, freqs_cis: torch.Tensor | None, cache: LayerKVCache | None)","tuple[torch.Tensor, tuple[torch.Tensor, torch.Tensor]]",model/transformer.rs,BoundedAttention::forward,"(& Tensor, & Tensor, & Tensor, & Tensor, & Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ARITY py5/rs6,FAITHFUL,GQA via repeat_kv; f32 SDPA,—,depthformer_parity tokens EXACT (transitive),reshape q(num_heads) k/v(kv_heads: mha=num_heads mqa=1 gqa=gqa_dim); qk_layernorm; rotary (upcast f32 rope_i back); cache.update; SDPA in f32 (matmul/scale/causal_mask/softmax/matmul) with repeat_kv GQA repeat == torch enable_gqa; q_len==kv_len -> lower-tri (offset 0) else causal_lower_right(offset=kv_len-q_len) (q_len==1 -> no mask); depthformer parity
model/transformer.py,MHA.__init__,"(dim: int, num_heads: int, head_style: Literal['mha', 'gqa', 'mqa'], out_init_scale: float, proj_init_scale: float, qk_layernorm: bool, norm_eps: float, gqa_dim: int, freqs_cis: torch.Tensor | None, max_seq_len: int, theta: float)",∅,model/transformer.rs,Mha::new,"(usize, usize, HeadStyle, bool, f64, usize, usize, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,—,—,,total_width (mha 3*dim / mqa dim+2*head_dim / gqa dim+2*head_dim*gqa_dim); qkv_proj+out_proj no_bias; BoundedAttention; precompute_freqs_cis(head_dim max_seq_len theta) -> (cos sin)
model/transformer.py,MHA._validate_cache,(cache: CacheType),"TypeGuard[tuple[torch.Tensor, torch.Tensor]]",model/transformer.rs,Mha::validate_cache,(& LayerCache),bool,ok,FAITHFUL,static type,—,,Python TypeGuard isinstance tuple len2 both tensors -> Rust cache.is_some() (Some is statically (Tensor Tensor))
model/transformer.py,MHA.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,Mha::forward,"(& Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ok,FAITHFUL,core in-place (inverted),—,depthformer_parity tokens EXACT (transitive),Python forward=forward_cached[0]; Rust forward IS the core (qkv_proj->split q/k/v by head_style widths->freqs slice from cache_size->BoundedAttention->out_proj); forward_cached wraps it
model/transformer.py,MHA.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,Mha::forward_cached,"(& Tensor, LayerCache)","Result < (Tensor , LayerCache) >",ok,FAITHFUL,always-build cache,—,depthformer_parity tokens EXACT (transitive),build LayerKvCache from cache (None-seeded ok); run forward; surface to_cache() (k v); always-build surfaces (k v) even for None-seeded == Python no-update return (byte-identical)
model/transformer.py,StandardBlock.__init__,"(operator: SequenceModel, ff_dim: int | None, mlp_init_scale: float, out_init_scale: float, use_swiglu: bool, multiple_of: int, ffn_dim_multiplier: float, norm_eps: float)",∅,model/transformer.rs,StandardBlock::new,"(Mha, Option < usize >, bool, usize, f64, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,—,—,,operator(Mha)+feed_forward(GLU)+operator_norm+ffn_norm(RMSNorm eps)
model/transformer.py,StandardBlock.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,StandardBlock::forward,"(& Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ok,FAITHFUL,—,—,depthformer_parity tokens EXACT (transitive),h=operator(operator_norm(x) cache)+x; h_glu=feed_forward(ffn_norm(h)); h+h_glu
model/transformer.py,StandardBlock.forward_cached,"(x: torch.Tensor, cache: CacheType | None)","tuple[torch.Tensor, CacheType]",model/transformer.rs,StandardBlock::forward_cached,"(& Tensor, LayerCache)","Result < (Tensor , LayerCache) >",ok,FAITHFUL,—,—,depthformer_parity tokens EXACT (transitive),h new=operator.forward_cached(operator_norm(x) cache); h+=x; h_glu=feed_forward(ffn_norm(h)); return (h+h_glu new)
model/transformer.py,apply_rotary_emb,"(xq: torch.Tensor, xk: torch.Tensor, freqs_cis: torch.Tensor)","tuple[torch.Tensor, torch.Tensor]",model/transformer.rs,apply_rotary_emb,"(& Tensor, & Tensor, & Tensor, & Tensor)","Result < (Tensor , Tensor) >",ARITY py3/rs4,FAITHFUL,rope_i interleaved,—,depthformer_parity tokens EXACT (transitive),Python view_as_complex(rearrange ...(D two)) * freqs_cis -> view_as_real flatten == candle rope_i (interleaved/GPT-J adjacent-pair rotation) with (cos sin) table; upcast f32 then type_as back
