python_file,python_symbol,py_args,py_ret,rust_file,rust_symbol,rust_args,rust_ret,struct_flag,hand_audit,deviation,commit,notes
model/lfm2_audio.py,LFM2AudioModel.generate_sequential,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor, max_new_tokens: int, text_temperature: float | None, text_top_k: int | None, audio_temperature: float | None, audio_top_k: int | None)","Generator[torch.Tensor, None, None]",model/lfm2_audio.rs,LFM2AudioModel::generate_sequential,"(& ChatState, & GenParams, F)",Result < () >,ARITY py10/rs3 RET-py-returns-rust-unit,TODO,,,
model/lfm2_audio.py,LFM2AudioModel.generate_interleaved,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor, max_new_tokens: int, text_temperature: float | None, text_top_k: int | None, audio_temperature: float | None, audio_top_k: int | None)","Generator[torch.Tensor, None, None]",model/lfm2_audio.rs,LFM2AudioModel::generate_interleaved,"(& ChatState, & GenParams, F)",Result < () >,ARITY py10/rs3 RET-py-returns-rust-unit,TODO,,,
model/lfm2_audio.py,LFM2AudioModel._prefill,"(text: torch.Tensor, audio_in: torch.Tensor, audio_in_lens: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::prefill,(& ChatState),Result < Tensor >,ARITY py5/rs1,FIXED,dtype u32-read,7fccde8,prefill_inputs modality + audio_in_lens read u32->i64 (lens unwrap_or_default would silently drop audio-in on i64)
model/lfm2_audio.py,LFM2AudioModel.logits,(batch: LFM2AudioModelInput),"tuple[torch.Tensor, torch.Tensor, torch.Tensor, torch.Tensor]",model/lfm2_audio.rs,LFM2AudioModel::logits,(& LFM2AudioModelInput),"Result < (Tensor , Tensor , Tensor , Tensor) >",ok,FIXED,dtype u32-read,7fccde8,modality read to_vec1::<u32>()->i64; prefill parity preserved 1.118e-6
model/lfm2_audio.py,LFM2AudioModel.forward,(batch: LFM2AudioModelInput),LFM2AudioModelOutput,model/lfm2_audio.rs,LFM2AudioModel::forward,(& LFM2AudioModelInput),Result < LFM2AudioModelOutput >,ok,TODO,,,
model/lfm2_audio.py,LFM2AudioModel._sample_text_token,"(logits: torch.Tensor, temperature: float | None, top_k: int | None)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::sample_text_token,"(& Tensor, & mut Sampler)",Result < u32 >,ARITY py3/rs2,TODO,,,
model/lfm2_audio.py,LFM2AudioModel._sample_audio_frame,"(embedding: torch.Tensor, temperature: float | None, top_k: int | None)",torch.Tensor,model/lfm2_audio.rs,LFM2AudioModel::sample_audio_frame,"(& Tensor, & mut Sampler)",Result < Vec < u32 > >,ARITY py3/rs2,TODO,,,
model/mlp.py,MLP.__init__,"(in_channels: int, out_channels: int, hidden_dim: list[int], bias: bool, use_layer_norm: bool, dropout: float)",∅,model/mlp.rs,MLP::new,"(usize, usize, & [usize], bool, bool, f64, VarBuilder)",Result < Self >,ok,FAITHFUL,ctor (vb param),—,same Sequential [LayerNorm(eps1e-5)?]+(Linear[bias][
model/mlp.py,MLP.forward,(x: torch.Tensor),torch.Tensor,model/mlp.rs,MLP::forward,(& Tensor),Result < Tensor >,ok,FAITHFUL,—,—,self.model(x)
model/transformer.py,SequenceModel.__init__,"(*args, **kwargs)",None,model/transformer.rs,SequenceModel::new,(),(),ok,TODO,,,
model/transformer.py,SequenceModel.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,SequenceModel::forward,"(& Tensor, Option < & mut [LayerKvCache] >)",Result < Tensor >,ok,TODO,,,
model/transformer.py,SequenceModel.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,SequenceModel::forward_cached,"(& Tensor, Option < Vec < LayerCache > >)","Result < (Tensor , Vec < LayerCache >) >",ok,TODO,,,
model/transformer.py,LayerKVCache.__init__,"(cache: tuple[torch.Tensor, torch.Tensor] | None)",None,model/transformer.rs,LayerKvCache::new,(),Self,ok,TODO,,,
model/transformer.py,LayerKVCache.update,"(k: torch.Tensor, v: torch.Tensor)","tuple[torch.Tensor, torch.Tensor]",model/transformer.rs,LayerKvCache::update,"(& Tensor, & Tensor)","Result < (Tensor , Tensor) >",ok,TODO,,,
model/transformer.py,LayerKVCache.get_cache_size,(),int,model/transformer.rs,LayerKvCache::get_cache_size,(),usize,ok,TODO,,,
model/transformer.py,RMSNorm.__init__,"(dim: int, eps: float)",None,model/transformer.rs,RmsNorm::new,"(usize, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,RMSNorm._norm,(x: torch.Tensor),torch.Tensor,model/transformer.rs,RmsNorm::norm,(& Tensor),Result < Tensor >,ok,TODO,,,
model/transformer.py,RMSNorm.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,RmsNorm::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,TODO,,,
model/transformer.py,RMSNorm.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,RmsNorm::forward_cached,(& Tensor),"Result < (Tensor , LayerCache) >",ARITY py2/rs1,TODO,,,
model/transformer.py,GLU.__init__,"(dim: int, ff_dim: int | None, mlp_init_scale: float, out_init_scale: float, use_swiglu: bool, multiple_of: int, ffn_dim_multiplier: float)",∅,model/transformer.rs,Glu::new,"(usize, Option < usize >, bool, usize, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,GLU.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,Glu::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,TODO,,,
model/transformer.py,GLU.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,Glu::forward_cached,(& Tensor),"Result < (Tensor , LayerCache) >",ARITY py2/rs1,TODO,,,
model/transformer.py,BoundedAttention.__init__,"(dim: int, num_heads: int, head_style: Literal['mha', 'gqa', 'mqa'], gqa_dim: int | None, qk_layernorm: bool, norm_eps: float)",None,model/transformer.rs,BoundedAttention::new,"(usize, usize, HeadStyle, usize, bool, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,BoundedAttention.forward,"(q: torch.Tensor, k: torch.Tensor, v: torch.Tensor, freqs_cis: torch.Tensor | None, cache: LayerKVCache | None)","tuple[torch.Tensor, tuple[torch.Tensor, torch.Tensor]]",model/transformer.rs,BoundedAttention::forward,"(& Tensor, & Tensor, & Tensor, & Tensor, & Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ARITY py5/rs6,TODO,,,
model/transformer.py,MHA.__init__,"(dim: int, num_heads: int, head_style: Literal['mha', 'gqa', 'mqa'], out_init_scale: float, proj_init_scale: float, qk_layernorm: bool, norm_eps: float, gqa_dim: int, freqs_cis: torch.Tensor | None, max_seq_len: int, theta: float)",∅,model/transformer.rs,Mha::new,"(usize, usize, HeadStyle, bool, f64, usize, usize, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,MHA._validate_cache,(cache: CacheType),"TypeGuard[tuple[torch.Tensor, torch.Tensor]]",model/transformer.rs,Mha::validate_cache,(& LayerCache),bool,ok,TODO,,,
model/transformer.py,MHA.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,Mha::forward,"(& Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ok,TODO,,,
model/transformer.py,MHA.forward_cached,"(x: torch.Tensor, cache: CacheType)","tuple[torch.Tensor, CacheType]",model/transformer.rs,Mha::forward_cached,"(& Tensor, LayerCache)","Result < (Tensor , LayerCache) >",ok,TODO,,,
model/transformer.py,StandardBlock.__init__,"(operator: SequenceModel, ff_dim: int | None, mlp_init_scale: float, out_init_scale: float, use_swiglu: bool, multiple_of: int, ffn_dim_multiplier: float, norm_eps: float)",∅,model/transformer.rs,StandardBlock::new,"(Mha, Option < usize >, bool, usize, f64, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,StandardBlock.forward,"(x: torch.Tensor, cache: CacheType)",torch.Tensor,model/transformer.rs,StandardBlock::forward,"(& Tensor, Option < & mut LayerKvCache >)",Result < Tensor >,ok,TODO,,,
model/transformer.py,StandardBlock.forward_cached,"(x: torch.Tensor, cache: CacheType | None)","tuple[torch.Tensor, CacheType]",model/transformer.rs,StandardBlock::forward_cached,"(& Tensor, LayerCache)","Result < (Tensor , LayerCache) >",ok,TODO,,,
model/transformer.py,apply_rotary_emb,"(xq: torch.Tensor, xk: torch.Tensor, freqs_cis: torch.Tensor)","tuple[torch.Tensor, torch.Tensor]",model/transformer.rs,apply_rotary_emb,"(& Tensor, & Tensor, & Tensor, & Tensor)","Result < (Tensor , Tensor) >",ARITY py3/rs4,TODO,,,
model/transformer.py,reshape_for_broadcast,"(freqs_cis: torch.Tensor, x: torch.Tensor)",torch.Tensor,model/transformer.rs,reshape_for_broadcast,"(& Tensor, & Tensor)",Result < Tensor >,ok,TODO,,,
model/transformer.py,precompute_freqs_cis,"(dim: int, end: int, theta: float)",torch.Tensor,model/transformer.rs,precompute_freqs_cis,"(usize, usize, f64, & Device)","Result < (Tensor , Tensor) >",ARITY py3/rs4,TODO,,,
model/transformer.py,SharedEmbedding.__init__,"(dim: int, vocab_size: int, embed_init_scale: float, norm_eps: float, tie_embedding: bool)",None,model/transformer.rs,SharedEmbedding::new,"(usize, usize, f64, VarBuilder)",Result < Self >,ok,TODO,,,
model/transformer.py,SharedEmbedding.forward,(tokens: torch.Tensor),torch.Tensor,model/transformer.rs,SharedEmbedding::forward,(& Tensor),Result < Tensor >,ok,TODO,,,
model/transformer.py,SharedEmbedding.embed,(tokens: torch.Tensor),torch.Tensor,model/transformer.rs,SharedEmbedding::embed,(& Tensor),Result < Tensor >,ok,TODO,,,
model/transformer.py,SharedEmbedding.get_logits,(embeddings: torch.Tensor),torch.Tensor,model/transformer.rs,SharedEmbedding::get_logits,(& Tensor),Result < Tensor >,ok,TODO,,,
model/transformer.py,RawLMBackbone.__init__,"(layers: Iterable[SequenceModel], vocab_size: int, norm_eps: float, embed_init_scale: float, has_embedding: bool, tie_embedding: bool)",None,model/transformer.rs,RawLmBackbone::new,"(Vec < StandardBlock >, Option < SharedEmbedding >, usize)",Self,ok,TODO,,,
model/transformer.py,RawLMBackbone.forward,"(x: torch.Tensor, cache: CacheType | None)",torch.Tensor,model/transformer.rs,RawLmBackbone::forward,"(& Tensor, Option < & mut [LayerKvCache] >)",Result < Tensor >,ok,TODO,,,
model/transformer.py,RawLMBackbone.forward_cached,"(x: torch.Tensor, cache: CacheType | None)","tuple[torch.Tensor, CacheType]",model/transformer.rs,RawLmBackbone::forward_cached,"(& Tensor, Option < Vec < LayerCache > >)","Result < (Tensor , Vec < LayerCache >) >",ok,TODO,,,
model/transformer.py,wrap_activation_checkpoint,(mod: T),T,model/transformer.rs,wrap_activation_checkpoint,(T),T,ok,TODO,,,
processor.py,LFM2AudioProcessor.__init__,"(text_tokenizer_path: str, audio_processor_config: PreprocessorConfig, mimi_weights_path: str | None, detokenizer_path: str | None, name: str | None)",None,processor.rs,LFM2AudioProcessor::new,"(Tokenizer, FilterbankFeatures, Option < Box < dyn AudioDetokenizer > >, Device)",Self,ok,TODO,,,
processor.py,LFM2AudioProcessor.from_pretrained,"(repo_id: str | Path, revision: str | None, device: torch.device | str)",Self,processor.rs,LFM2AudioProcessor::from_pretrained,"(& Path, candle_core :: DType, & Device)",Result < Self >,ok,TODO,,,
processor.py,LFM2AudioProcessor.to,"(device: str | torch.device | None, dtype: torch.dtype | None)",Self,processor.rs,LFM2AudioProcessor::to,(),(),ARITY py2/rs0 RET-py-returns-rust-unit,FAITHFUL,no-op,—,device-agnostic (device at construction); documented no-op
processor.py,LFM2AudioProcessor.eval,(),Self,processor.rs,LFM2AudioProcessor::eval,(),(),RET-py-returns-rust-unit,FAITHFUL,no-op,—,training-mode toggle; inference always eval; documented no-op
processor.py,LFM2AudioProcessor.train,(),Self,processor.rs,LFM2AudioProcessor::train,(),(),RET-py-returns-rust-unit,FAITHFUL,no-op,—,see eval
processor.py,LFM2AudioProcessor.text,(),PreTrainedTokenizer,processor.rs,LFM2AudioProcessor::text,(),& Tokenizer,ok,TODO,,,
processor.py,LFM2AudioProcessor.audio,(),AudioToMelSpectrogramPreprocessor,processor.rs,LFM2AudioProcessor::audio,(),& FilterbankFeatures,ok,TODO,,,
processor.py,LFM2AudioProcessor.mimi,(),MimiModel,processor.rs,LFM2AudioProcessor::mimi,(),Option < & dyn AudioDetokenizer >,ok,TODO,,,
processor.py,LFM2AudioProcessor.audio_detokenizer,(),LFM2AudioDetokenizer,processor.rs,LFM2AudioProcessor::audio_detokenizer,(),Option < & dyn AudioDetokenizer >,ok,TODO,,,
processor.py,LFM2AudioProcessor.decode,(audio_codes: torch.Tensor),torch.Tensor,processor.rs,LFM2AudioProcessor::decode,(& Tensor),Result < Tensor >,ok,FAITHFUL,—,—,code-range guard [0
processor.py,LFM2AudioProcessor.device,(),torch.device,processor.rs,LFM2AudioProcessor::device,(),& Device,ok,TODO,,,
processor.py,ChatState.__init__,"(processor: LFM2AudioProcessor, codebooks: int, dtype: torch.dtype)",None,processor.rs,ChatState < 'a >::new,"(& 'a LFM2AudioProcessor, usize)",Result < Self >,ok,FIXED,dtype int64->u32,f5bb6d0,text/audio_out(new_empty)/modality(full_like)/lens all long; were U32 now I64; audio_in stays F32
processor.py,ChatState.__repr__,(),str,processor.rs,ChatState < '_ >::fmt,(& mut std :: fmt :: Formatter < '_ >),std :: fmt :: Result,ARITY py0/rs1,TODO,,,
processor.py,ChatState.__getitem__,(name: str),Any,processor.rs,ChatState < '_ >::get,(& str),Result < & Tensor >,ok,FAITHFUL,—,—,Mapping over model_inputs
processor.py,ChatState.__iter__,(),Iterator[str],processor.rs,ChatState < '_ >::iter,(),impl Iterator < Item = & 'static str >,ok,FAITHFUL,—,—,Mapping
processor.py,ChatState.__len__,(),int,processor.rs,ChatState < '_ >::len,(),usize,ok,FAITHFUL,—,—,Mapping
processor.py,ChatState.device,(),torch.device,processor.rs,ChatState < '_ >::device,(),& Device,ok,TODO,,,
processor.py,ChatState.add_text,(text: str),None,processor.rs,ChatState < 'a >::add_text,(& str),Result < () >,ok,FIXED,dtype int64->u32,f5bb6d0,modality_flag from_vec i64
processor.py,ChatState.add_audio,"(wave: torch.Tensor, sampling_rate: int)",None,processor.rs,ChatState < 'a >::add_audio,"(& Tensor, u32)",Result < () >,ok,FIXED,dtype int64->u32,f5bb6d0,resample(windowed-sinc)->mel->append; modality + frame-len i64; 3 torch.cat match
processor.py,ChatState.end_turn,(),None,processor.rs,ChatState < 'a >::end_turn,(),Result < () >,ok,TODO,,,
processor.py,ChatState.new_turn,"(role: Literal['system', 'user', 'assistant'])",None,processor.rs,ChatState < 'a >::new_turn,(& str),Result < () >,ok,TODO,,,
processor.py,ChatState.append,"(text: torch.Tensor, audio_out: torch.Tensor, modality_flag: torch.Tensor)",∅,processor.rs,ChatState < 'a >::append,"(& Tensor, & Tensor, & Tensor)",Result < () >,ok,FIXED,dtype int64->u32,f5bb6d0,invariants (1 text row / codebooks audio rows / flag==text+audio) match; cast incoming ids to i64 at cat
trainer.py,Trainer.__init__,"(model_id: str, train_data: LFM2DataLoader | None, val_data: LFM2DataLoader | None, lr: float, betas: tuple[float, float], weight_decay: float, min_ratio: float, max_steps: int, warmup_steps: int, batch_size: int, dataloader_num_workers: int, logging_interval: int, save_interval: int, val_interval: int, output_dir: str)",None,trainer.rs,Trainer::new,"(& Path, TrainerConfig, & Device, Box < dyn DataIter >, Option < Box < dyn DataIter > >)",Result < Self >,ok,TODO,,,
trainer.py,Trainer.train,(),None,trainer.rs,Trainer::train,(),Result < () >,ok,TODO,,,
trainer.py,Trainer.train_step,(batch: LFM2AudioModelInput),LFM2AudioModelOutput,trainer.rs,Trainer::train_step,(& LFM2AudioModelInput),Result < LFM2AudioModelOutput >,ok,TODO,,,
trainer.py,Trainer.validate,(),None,trainer.rs,Trainer::validate,(),Result < () >,ok,TODO,,,
trainer.py,Trainer.log,(model_output: LFM2AudioModelOutput),None,trainer.rs,Trainer::log,(& LFM2AudioModelOutput),Result < () >,ok,TODO,,,
utils.py,mel2emb_len,(l: T),T,utils.rs,mel2emb_len,(i64),i64,ok,TODO,,,
utils.py,emb2mel_len,(l: T),T,utils.rs,emb2mel_len,(i64),i64,ok,TODO,,,
utils.py,module_exists,(name: str),bool,utils.rs,module_exists,(& str),bool,ok,TODO,,,
utils.py,get_model_dir,"(repo_id: str | Path, revision: str | None)",Path,utils.rs,get_model_dir,"(& str, Option < & str >)",std :: io :: Result < std :: path :: PathBuf >,ok,TODO,,,
